orth11046: Bcur|XP_011197057.1 Bdor|XP_011203026.1 Bole|XP_014088718.1 Ccap|XP_004536939.1
orth8085: Bcur|XP_011190007.1 Bdor|XP_011207008.1 Bole|XP_014089129.1 Ccap|XP_004536198.1
orth7731: Bcur|XP_011189272.1 Bdor|XP_011199202.1 Bole|XP_014095885.1 Ccap|XP_004520886.1
orth6702: Bcur|XP_011187089.1 Bdor|XP_011203514.1 Bole|XP_014098135.1 Ccap|XP_004536749.1
orth5546: Bcur|XP_011184411.1 Bdor|XP_011205992.1 Bole|XP_014091929.1 Ccap|XP_004534639.1
orth7732: Bcur|XP_011189274.1 Bdor|XP_011199218.1 Bole|XP_014095883.1 Ccap|XP_004520908.2
orth6703: Bcur|XP_011187090.1 Bdor|XP_011197690.1 Bole|XP_014093855.1 Ccap|XP_004529399.1
orth5541: Bcur|XP_011184403.1 Bdor|XP_011205982.1 Bole|XP_014091942.1 Ccap|XP_004534626.1
orth7733: Bcur|XP_011189286.1 Bdor|XP_011197331.1 Bole|XP_014094082.1 Ccap|XP_004524444.1
orth6700: Bcur|XP_011187085.1 Bdor|XP_011213443.1 Bole|XP_014097898.1 Ccap|XP_004536735.1
orth5540: Bcur|XP_011184402.1 Bdor|XP_011205980.1 Bole|XP_014091940.1 Ccap|XP_012160684.1
orth5084: Bcur|XP_011183281.1 Bdor|XP_011206243.1 Bole|XP_014093463.1 Ccap|XP_012160737.1
orth5085: Bcur|XP_011183282.1 Bdor|XP_011206245.1 Bole|XP_014099136.1 Ccap|XP_004518902.1
orth5086: Bcur|XP_011183285.1 Bdor|XP_011206247.1 Bole|XP_014097325.1 Ccap|XP_012160760.1
orth5087: Bcur|XP_011183305.1 Bdor|XP_011206268.1 Bole|XP_014086025.1 Ccap|XP_004527114.1
orth5080: Bcur|XP_011183266.1 Bdor|XP_011212684.1 Bole|XP_014095979.1 Ccap|XP_004526812.1
orth5081: Bcur|XP_011183268.1 Bdor|XP_011213163.1 Bole|XP_014102464.1 Ccap|XP_012160697.1
orth5082: Bcur|XP_011183273.1 Bdor|XP_011213164.1 Bole|XP_014102543.1 Ccap|XP_012160700.1
orth5083: Bcur|XP_011183276.1 Bdor|XP_011206238.1 Bole|XP_014093465.1 Ccap|XP_012160721.1
orth6706: Bcur|XP_011187094.1 Bdor|XP_011209471.1 Bole|XP_014103140.1 Ccap|XP_004521898.1
orth5542: Bcur|XP_011184404.1 Bdor|XP_011205984.1 Bole|XP_014091961.1 Ccap|XP_004534627.1
orth5088: Bcur|XP_011183308.1 Bdor|XP_011206270.1 Bole|XP_014086024.1 Ccap|XP_004527117.1
orth5089: Bcur|XP_011183309.1 Bdor|XP_011206269.1 Bole|XP_014086026.1 Ccap|XP_004527116.1
orth6707: Bcur|XP_011187095.1 Bdor|XP_011206983.1 Bole|XP_014103135.1 Ccap|XP_004521896.1
orth6600: Bcur|XP_011186869.1 Bdor|XP_011214135.1 Bole|XP_014099358.1 Ccap|XP_004537956.1
orth6704: Bcur|XP_011187092.1 Bdor|XP_011197731.1 Bole|XP_014096653.1 Ccap|XP_004527250.1
orth6705: Bcur|XP_011187093.1 Bdor|XP_011214224.1 Bole|XP_014103161.1 Ccap|XP_004521902.1
orth4689: Bcur|XP_011182377.1 Bdor|XP_011208087.1 Bole|XP_014092771.1 Ccap|XP_004521709.1
orth4688: Bcur|XP_011182375.1 Bdor|XP_011208073.1 Bole|XP_014092770.1 Ccap|XP_012155328.1
orth8333: Bcur|XP_011190529.1 Bdor|XP_011213829.1 Bole|XP_014089645.1 Ccap|XP_004521035.1
orth8332: Bcur|XP_011190528.1 Bdor|XP_011213830.1 Bole|XP_014089646.1 Ccap|XP_004521034.1
orth8335: Bcur|XP_011190533.1 Bdor|XP_011213371.1 Bole|XP_014089643.1 Ccap|XP_004521085.1
orth8334: Bcur|XP_011190530.1 Bdor|XP_011213832.1 Bole|XP_014089633.1 Ccap|XP_004521079.1
orth8337: Bcur|XP_011190537.1 Bdor|XP_011200621.1 Bole|XP_014088537.1 Ccap|XP_012162308.1
orth8336: Bcur|XP_011190535.1 Bdor|XP_011204895.1 Bole|XP_014101476.1 Ccap|XP_004535903.2
orth4681: Bcur|XP_011182355.1 Bdor|XP_011197488.1 Bole|XP_014091579.1 Ccap|XP_004519977.1
orth4680: Bcur|XP_011182354.1 Bdor|XP_011203630.1 Bole|XP_014091813.1 Ccap|XP_004533422.1
orth4683: Bcur|XP_011182357.1 Bdor|XP_011197490.1 Bole|XP_014091572.1 Ccap|XP_004519976.1
orth4682: Bcur|XP_011182356.1 Bdor|XP_011197489.1 Bole|XP_014091577.1 Ccap|XP_004520122.1
orth4685: Bcur|XP_011182365.1 Bdor|XP_011207075.1 Bole|XP_014091573.1 Ccap|XP_004521720.1
orth4684: Bcur|XP_011182364.1 Bdor|XP_011209581.1 Bole|XP_014091575.1 Ccap|XP_004521724.1
orth4687: Bcur|XP_011182367.1 Bdor|XP_011207110.1 Bole|XP_014091581.1 Ccap|XP_004521719.1
orth4686: Bcur|XP_011182366.1 Bdor|XP_011203631.1 Bole|XP_014091816.1 Ccap|XP_004533421.1
orth5228: Bcur|XP_011183656.1 Bdor|XP_011211077.1 Bole|XP_014090351.1 Ccap|XP_012159448.1
orth5229: Bcur|XP_011183657.1 Bdor|XP_011211079.1 Bole|XP_014090395.1 Ccap|XP_012159450.1
orth5558: Bcur|XP_011184440.1 Bdor|XP_011206017.1 Bole|XP_014091976.1 Ccap|XP_004534667.1
orth5559: Bcur|XP_011184441.1 Bdor|XP_011206014.1 Bole|XP_014091933.1 Ccap|XP_004534666.1
orth5220: Bcur|XP_011183637.1 Bdor|XP_011210839.1 Bole|XP_014090353.1 Ccap|XP_012159422.1
orth5221: Bcur|XP_011183638.1 Bdor|XP_011211076.1 Bole|XP_014100869.1 Ccap|XP_004530907.1
orth5222: Bcur|XP_011183641.1 Bdor|XP_011210842.1 Bole|XP_014090392.1 Ccap|XP_012159433.1
orth5551: Bcur|XP_011184417.1 Bdor|XP_011205997.1 Bole|XP_014091967.1 Ccap|XP_004534648.1
orth5556: Bcur|XP_011184438.1 Bdor|XP_011206010.1 Bole|XP_014091996.1 Ccap|XP_004534663.1
orth5557: Bcur|XP_011184439.1 Bdor|XP_011206013.1 Bole|XP_014091931.1 Ccap|XP_012160621.1
orth5226: Bcur|XP_011183648.1 Bdor|XP_011210854.1 Bole|XP_014103298.1 Ccap|XP_012159441.1
orth5227: Bcur|XP_011183649.1 Bdor|XP_011210850.1 Bole|XP_014090370.1 Ccap|XP_012159443.1
orth2689: Bcur|XP_011177997.1 Bdor|XP_011203342.1 Bole|XP_014102883.1 Ccap|XP_004520739.1
orth2688: Bcur|XP_011177996.1 Bdor|XP_011203339.1 Bole|XP_014102890.1 Ccap|XP_004520738.1
orth2687: Bcur|XP_011177995.1 Bdor|XP_011203336.1 Bole|XP_014102741.1 Ccap|XP_004520835.1
orth2686: Bcur|XP_011177994.1 Bdor|XP_011203334.1 Bole|XP_014102891.1 Ccap|XP_004520737.1
orth2685: Bcur|XP_011177993.1 Bdor|XP_011203338.1 Bole|XP_014102757.1 Ccap|XP_004520736.1
orth2684: Bcur|XP_011177990.1 Bdor|XP_011203333.1 Bole|XP_014102753.1 Ccap|XP_004520735.2
orth2683: Bcur|XP_011177987.1 Bdor|XP_011203328.1 Bole|XP_014102787.1 Ccap|XP_004520733.1
orth2682: Bcur|XP_011177982.1 Bdor|XP_011203326.1 Bole|XP_014102755.1 Ccap|XP_012154816.1
orth2681: Bcur|XP_011177980.1 Bdor|XP_011203325.1 Bole|XP_014102816.1 Ccap|XP_004520731.1
orth2680: Bcur|XP_011177979.1 Bdor|XP_011205724.1 Bole|XP_014096506.1 Ccap|XP_012155493.1
orth3153: Bcur|XP_011179016.1 Bdor|XP_011200684.1 Bole|XP_014101213.1 Ccap|XP_012158769.1
orth3154: Bcur|XP_011179024.1 Bdor|XP_011200674.1 Bole|XP_014101708.1 Ccap|XP_004529526.1
orth3155: Bcur|XP_011179025.1 Bdor|XP_011200704.1 Bole|XP_014101163.1 Ccap|XP_004529768.1
orth2029: Bcur|XP_011176573.1 Bdor|XP_011208129.1 Bole|XP_014094980.1 Ccap|XP_004537063.1
orth2028: Bcur|XP_011176572.1 Bdor|XP_011208056.1 Bole|XP_014089295.1 Ccap|XP_004522290.1
orth2023: Bcur|XP_011176562.1 Bdor|XP_011208138.1 Bole|XP_014095391.1 Ccap|XP_004537068.1
orth2022: Bcur|XP_011176560.1 Bdor|XP_011208141.1 Bole|XP_014095393.1 Ccap|XP_004537265.1
orth2021: Bcur|XP_011176558.1 Bdor|XP_011208144.1 Bole|XP_014095387.1 Ccap|XP_012161983.1
orth2020: Bcur|XP_011176552.1 Bdor|XP_011208148.1 Bole|XP_014093919.1 Ccap|XP_004537073.1
orth2027: Bcur|XP_011176571.1 Bdor|XP_011208132.1 Bole|XP_014094975.1 Ccap|XP_004537064.1
orth2026: Bcur|XP_011176569.1 Bdor|XP_011208133.1 Bole|XP_014094976.1 Ccap|XP_004537262.2
orth2025: Bcur|XP_011176565.1 Bdor|XP_011208134.1 Bole|XP_014094983.1 Ccap|XP_004537065.1
orth2024: Bcur|XP_011176564.1 Bdor|XP_011208140.1 Bole|XP_014095392.1 Ccap|XP_012161982.1
orth6856: Bcur|XP_011187418.1 Bdor|XP_011213649.1 Bole|XP_014089564.1 Ccap|XP_012158308.1
orth6857: Bcur|XP_011187419.1 Bdor|XP_011200784.1 Bole|XP_014089590.1 Ccap|XP_012156832.1
orth6854: Bcur|XP_011187411.1 Bdor|XP_011200750.1 Bole|XP_014089578.1 Ccap|XP_004524634.1
orth6855: Bcur|XP_011187412.1 Bdor|XP_011200749.1 Bole|XP_014089581.1 Ccap|XP_012159797.1
orth6852: Bcur|XP_011187409.1 Bdor|XP_011200753.1 Bole|XP_014089621.1 Ccap|XP_012156815.1
orth6853: Bcur|XP_011187410.1 Bdor|XP_011214313.1 Bole|XP_014097295.1 Ccap|XP_004522447.1
orth6850: Bcur|XP_011187407.1 Bdor|XP_011200763.1 Bole|XP_014089579.1 Ccap|XP_004524645.1
orth6851: Bcur|XP_011187408.1 Bdor|XP_011200756.1 Bole|XP_014089592.1 Ccap|XP_012156817.1
orth6858: Bcur|XP_011187420.1 Bdor|XP_011214310.1 Bole|XP_014100827.1 Ccap|XP_004522139.1
orth6859: Bcur|XP_011187424.1 Bdor|XP_011200078.1 Bole|XP_014096164.1 Ccap|XP_004531203.1
orth10530: Bcur|XP_011195872.1 Bdor|XP_011207443.1 Bole|XP_014091276.1 Ccap|XP_004525405.1
orth9447: Bcur|XP_011192973.1 Bdor|XP_011208746.1 Bole|XP_014096226.1 Ccap|XP_012162254.1
orth8539: Bcur|XP_011190956.1 Bdor|XP_011209504.1 Bole|XP_014085487.1 Ccap|XP_004518002.1
orth8538: Bcur|XP_011190952.1 Bdor|XP_011209506.1 Bole|XP_014085458.1 Ccap|XP_012162673.1
orth8533: Bcur|XP_011190933.1 Bdor|XP_011207608.1 Bole|XP_014097013.1 Ccap|XP_004526065.1
orth8532: Bcur|XP_011190932.1 Bdor|XP_011207607.1 Bole|XP_014097025.1 Ccap|XP_004526066.1
orth8531: Bcur|XP_011190931.1 Bdor|XP_011207560.1 Bole|XP_014099555.1 Ccap|XP_004525966.1
orth8530: Bcur|XP_011190929.1 Bdor|XP_011198181.1 Bole|XP_014091835.1 Ccap|XP_004535557.1
orth8537: Bcur|XP_011190951.1 Bdor|XP_011209508.1 Bole|XP_014085463.1 Ccap|XP_004519596.1
orth8536: Bcur|XP_011190946.1 Bdor|XP_011209516.1 Bole|XP_014097713.1 Ccap|XP_012162667.1
orth8535: Bcur|XP_011190938.1 Bdor|XP_011209510.1 Bole|XP_014097718.1 Ccap|XP_004519592.1
orth8534: Bcur|XP_011190937.1 Bdor|XP_011209519.1 Bole|XP_014100197.1 Ccap|XP_004519588.1
orth9449: Bcur|XP_011192978.1 Bdor|XP_011202090.1 Bole|XP_014101259.1 Ccap|XP_012157754.1
orth8656: Bcur|XP_011191171.1 Bdor|XP_011207352.1 Bole|XP_014097604.1 Ccap|XP_004522703.1
orth8657: Bcur|XP_011191172.1 Bdor|XP_011207331.1 Bole|XP_014097603.1 Ccap|XP_004522549.1
orth8654: Bcur|XP_011191169.1 Bdor|XP_011207329.1 Bole|XP_014097605.1 Ccap|XP_004522548.1
orth8655: Bcur|XP_011191170.1 Bdor|XP_011212517.1 Bole|XP_014097753.1 Ccap|XP_004523504.1
orth8652: Bcur|XP_011191167.1 Bdor|XP_011207327.1 Bole|XP_014093975.1 Ccap|XP_004522704.1
orth7556: Bcur|XP_011188921.1 Bdor|XP_011212128.1 Bole|XP_014094045.1 Ccap|XP_004530535.1
orth8650: Bcur|XP_011191164.1 Bdor|XP_011212404.1 Bole|XP_014086183.1 Ccap|XP_004534504.2
orth8651: Bcur|XP_011191165.1 Bdor|XP_011212403.1 Bole|XP_014086726.1 Ccap|XP_004534503.1
orth8658: Bcur|XP_011191173.1 Bdor|XP_011207333.1 Bole|XP_014097601.1 Ccap|XP_012155842.1
orth8659: Bcur|XP_011191174.1 Bdor|XP_011207332.1 Bole|XP_014097602.1 Ccap|XP_004522550.1
orth6148: Bcur|XP_011185861.1 Bdor|XP_011201049.1 Bole|XP_014098385.1 Ccap|XP_004520118.1
orth6149: Bcur|XP_011185873.1 Bdor|XP_011212872.1 Bole|XP_014094885.1 Ccap|XP_004524597.1
orth6140: Bcur|XP_011185847.1 Bdor|XP_011201036.1 Bole|XP_014096938.1 Ccap|XP_004520162.1
orth6141: Bcur|XP_011185848.1 Bdor|XP_011201061.1 Bole|XP_014096939.1 Ccap|XP_012162942.1
orth6142: Bcur|XP_011185850.1 Bdor|XP_011201034.1 Bole|XP_014097839.1 Ccap|XP_004530118.1
orth6143: Bcur|XP_011185852.1 Bdor|XP_011201035.1 Bole|XP_014096932.1 Ccap|XP_012159041.1
orth6144: Bcur|XP_011185853.1 Bdor|XP_011201032.1 Bole|XP_014097840.1 Ccap|XP_004530117.1
orth6145: Bcur|XP_011185858.1 Bdor|XP_011212873.1 Bole|XP_014095213.1 Ccap|XP_004524495.1
orth6146: Bcur|XP_011185859.1 Bdor|XP_011201046.1 Bole|XP_014098384.1 Ccap|XP_004520120.1
orth6147: Bcur|XP_011185860.1 Bdor|XP_011201047.1 Bole|XP_014098387.1 Ccap|XP_004520119.1
orth3518: Bcur|XP_011179814.1 Bdor|XP_011199653.1 Bole|XP_014094102.1 Ccap|XP_004525363.1
orth3519: Bcur|XP_011179816.1 Bdor|XP_011199651.1 Bole|XP_014101538.1 Ccap|XP_012157430.1
orth3848: Bcur|XP_011180503.1 Bdor|XP_011201132.1 Bole|XP_014101477.1 Ccap|XP_004529878.1
orth3849: Bcur|XP_011180507.1 Bdor|XP_011210788.1 Bole|XP_014093345.1 Ccap|XP_004530816.1
orth7819: Bcur|XP_011189472.1 Bdor|XP_011210044.1 Bole|XP_014103187.1 Ccap|XP_004531296.1
orth7818: Bcur|XP_011189471.1 Bdor|XP_011213046.1 Bole|XP_014097323.1 Ccap|XP_004522991.1
orth3510: Bcur|XP_011179788.1 Bdor|XP_011199667.1 Bole|XP_014098271.1 Ccap|XP_004525742.1
orth3511: Bcur|XP_011179790.1 Bdor|XP_011199666.1 Bole|XP_014098275.1 Ccap|XP_004525346.1
orth3512: Bcur|XP_011179792.1 Bdor|XP_011199661.1 Bole|XP_014098269.1 Ccap|XP_012157172.1
orth3513: Bcur|XP_011179798.1 Bdor|XP_011199658.1 Bole|XP_014101699.1 Ccap|XP_004525356.2
orth3514: Bcur|XP_011179800.1 Bdor|XP_011207756.1 Bole|XP_014088454.1 Ccap|XP_004522444.1
orth3847: Bcur|XP_011180502.1 Bdor|XP_011201136.1 Bole|XP_014100392.1 Ccap|XP_004529879.1
orth3844: Bcur|XP_011180499.1 Bdor|XP_011201135.1 Bole|XP_014100027.1 Ccap|XP_004529880.1
orth3517: Bcur|XP_011179813.1 Bdor|XP_011204736.1 Bole|XP_014086331.1 Ccap|XP_012155695.1
orth10690: Bcur|XP_011196235.1 Bdor|XP_011204709.1 Bole|XP_014086333.1 Ccap|XP_004522344.1
orth10691: Bcur|XP_011196236.1 Bdor|XP_011198674.1 Bole|XP_014096157.1 Ccap|XP_004537482.1
orth10692: Bcur|XP_011196237.1 Bdor|XP_011198673.1 Bole|XP_014092178.1 Ccap|XP_004537483.1
orth10693: Bcur|XP_011196239.1 Bdor|XP_011198672.1 Bole|XP_014103171.1 Ccap|XP_012162195.1
orth10694: Bcur|XP_011196240.1 Bdor|XP_011198671.1 Bole|XP_014102603.1 Ccap|XP_004537485.1
orth10695: Bcur|XP_011196241.1 Bdor|XP_011198668.1 Bole|XP_014102612.1 Ccap|XP_012162197.1
orth10696: Bcur|XP_011196244.1 Bdor|XP_011198667.1 Bole|XP_014102441.1 Ccap|XP_004537634.2
orth10697: Bcur|XP_011196245.1 Bdor|XP_011198666.1 Bole|XP_014102477.1 Ccap|XP_004537486.1
orth10698: Bcur|XP_011196247.1 Bdor|XP_011198665.1 Bole|XP_014102489.1 Ccap|XP_004537487.1
orth10699: Bcur|XP_011196248.1 Bdor|XP_011198664.1 Bole|XP_014102454.1 Ccap|XP_004537488.1
orth10346: Bcur|XP_011195501.1 Bdor|XP_011202813.1 Bole|XP_014086718.1 Ccap|XP_004523249.1
orth10347: Bcur|XP_011195502.1 Bdor|XP_011202834.1 Bole|XP_014086735.1 Ccap|XP_012156109.1
orth10344: Bcur|XP_011195498.1 Bdor|XP_011205688.1 Bole|XP_014100714.1 Ccap|XP_012155713.1
orth10345: Bcur|XP_011195500.1 Bdor|XP_011202843.1 Bole|XP_014086816.1 Ccap|XP_012156055.1
orth10342: Bcur|XP_011195496.1 Bdor|XP_011202748.1 Bole|XP_014086721.1 Ccap|XP_004523110.1
orth10343: Bcur|XP_011195497.1 Bdor|XP_011202755.1 Bole|XP_014086741.1 Ccap|XP_004523115.1
orth10340: Bcur|XP_011195492.1 Bdor|XP_011204163.1 Bole|XP_014086167.1 Ccap|XP_012155151.1
orth10341: Bcur|XP_011195495.1 Bdor|XP_011202839.1 Bole|XP_014086717.1 Ccap|XP_004523241.1
orth10348: Bcur|XP_011195505.1 Bdor|XP_011198321.1 Bole|XP_014100440.1 Ccap|XP_004524427.1
orth10349: Bcur|XP_011195506.1 Bdor|XP_011198302.1 Bole|XP_014100946.1 Ccap|XP_012156671.1
orth10203: Bcur|XP_011195038.1 Bdor|XP_011199558.1 Bole|XP_014087428.1 Ccap|XP_004521687.1
orth10202: Bcur|XP_011195037.1 Bdor|XP_011199560.1 Bole|XP_014087445.1 Ccap|XP_004521686.1
orth10201: Bcur|XP_011195036.1 Bdor|XP_011199561.1 Bole|XP_014087446.1 Ccap|XP_004521685.1
orth10200: Bcur|XP_011195034.1 Bdor|XP_011204459.1 Bole|XP_014092675.1 Ccap|XP_004524375.1
orth10207: Bcur|XP_011195044.1 Bdor|XP_011204497.1 Bole|XP_014092667.1 Ccap|XP_012156683.1
orth10206: Bcur|XP_011195043.1 Bdor|XP_011200566.1 Bole|XP_014099460.1 Ccap|XP_004519403.1
orth4548: Bcur|XP_011182018.1 Bdor|XP_011198689.1 Bole|XP_014092059.1 Ccap|XP_012161680.1
orth4549: Bcur|XP_011182020.1 Bdor|XP_011198691.1 Bole|XP_014092057.1 Ccap|XP_004536432.1
orth4546: Bcur|XP_011182013.1 Bdor|XP_011198703.1 Bole|XP_014089033.1 Ccap|XP_004536436.1
orth4547: Bcur|XP_011182017.1 Bdor|XP_011198694.1 Bole|XP_014092040.1 Ccap|XP_004536435.1
orth4544: Bcur|XP_011182009.1 Bdor|XP_011198701.1 Bole|XP_014089029.1 Ccap|XP_004536438.1
orth4545: Bcur|XP_011182012.1 Bdor|XP_011198704.1 Bole|XP_014089026.1 Ccap|XP_004536437.1
orth4542: Bcur|XP_011182007.1 Bdor|XP_011198698.1 Bole|XP_014089039.1 Ccap|XP_012161683.1
orth4543: Bcur|XP_011182008.1 Bdor|XP_011198699.1 Bole|XP_014089032.1 Ccap|XP_004536440.1
orth4540: Bcur|XP_011182005.1 Bdor|XP_011198706.1 Bole|XP_014089019.1 Ccap|XP_004536442.2
orth4541: Bcur|XP_011182006.1 Bdor|XP_011198705.1 Bole|XP_014089027.1 Ccap|XP_004536441.1
orth9219: Bcur|XP_011192431.1 Bdor|XP_011197540.1 Bole|XP_014103281.1 Ccap|XP_004537786.1
orth9218: Bcur|XP_011192429.1 Bdor|XP_011197538.1 Bole|XP_014103321.1 Ccap|XP_004537787.1
orth9215: Bcur|XP_011192426.1 Bdor|XP_011197535.1 Bole|XP_014103286.1 Ccap|XP_012162340.1
orth9214: Bcur|XP_011192424.1 Bdor|XP_011197531.1 Bole|XP_014103287.1 Ccap|XP_004537783.1
orth9217: Bcur|XP_011192428.1 Bdor|XP_011197537.1 Bole|XP_014103283.1 Ccap|XP_004537785.1
orth9216: Bcur|XP_011192427.1 Bdor|XP_011197536.1 Bole|XP_014103309.1 Ccap|XP_004537784.1
orth9211: Bcur|XP_011192412.1 Bdor|XP_011197527.1 Bole|XP_014103316.1 Ccap|XP_004537780.1
orth9210: Bcur|XP_011192410.1 Bdor|XP_011204096.1 Bole|XP_014086229.1 Ccap|XP_012155132.1
orth9213: Bcur|XP_011192416.1 Bdor|XP_011197529.1 Bole|XP_014103312.1 Ccap|XP_012162334.1
orth9212: Bcur|XP_011192415.1 Bdor|XP_011197528.1 Bole|XP_014103318.1 Ccap|XP_004537781.1
orth5765: Bcur|XP_011184915.1 Bdor|XP_011203877.1 Bole|XP_014096463.1 Ccap|XP_004529214.1
orth5764: Bcur|XP_011184914.1 Bdor|XP_011203876.1 Bole|XP_014097500.1 Ccap|XP_004529212.1
orth5767: Bcur|XP_011184918.1 Bdor|XP_011203715.1 Bole|XP_014089508.1 Ccap|XP_004524073.1
orth5766: Bcur|XP_011184917.1 Bdor|XP_011203712.1 Bole|XP_014089522.1 Ccap|XP_004524079.2
orth5945: Bcur|XP_011185374.1 Bdor|XP_011210976.1 Bole|XP_014100192.1 Ccap|XP_004524590.1
orth5944: Bcur|XP_011185371.1 Bdor|XP_011198267.1 Bole|XP_014091319.1 Ccap|XP_004522858.1
orth5763: Bcur|XP_011184913.1 Bdor|XP_011199181.1 Bole|XP_014097393.1 Ccap|XP_012158590.1
orth5762: Bcur|XP_011184912.1 Bdor|XP_011211000.1 Bole|XP_014097761.1 Ccap|XP_004526704.1
orth5949: Bcur|XP_011185397.1 Bdor|XP_011199984.1 Bole|XP_014099848.1 Ccap|XP_004522848.1
orth5948: Bcur|XP_011185393.1 Bdor|XP_011199982.1 Bole|XP_014092898.1 Ccap|XP_004522850.1
orth5769: Bcur|XP_011184925.1 Bdor|XP_011206743.1 Bole|XP_014089502.1 Ccap|XP_012156548.1
orth5768: Bcur|XP_011184924.1 Bdor|XP_011206744.1 Bole|XP_014089501.1 Ccap|XP_004524078.1
orth2236: Bcur|XP_011177005.1 Bdor|XP_011203201.1 Bole|XP_014091755.1 Ccap|XP_004520398.1
orth2237: Bcur|XP_011177006.1 Bdor|XP_011203217.1 Bole|XP_014093149.1 Ccap|XP_004520376.1
orth2234: Bcur|XP_011177003.1 Bdor|XP_011203210.1 Bole|XP_014093073.1 Ccap|XP_004520388.1
orth2235: Bcur|XP_011177004.1 Bdor|XP_011203202.1 Bole|XP_014092601.1 Ccap|XP_004520390.1
orth2232: Bcur|XP_011176998.1 Bdor|XP_011203206.1 Bole|XP_014093670.1 Ccap|XP_004520386.1
orth2233: Bcur|XP_011177000.1 Bdor|XP_011203208.1 Bole|XP_014093087.1 Ccap|XP_004520449.1
orth2230: Bcur|XP_011176996.1 Bdor|XP_011203220.1 Bole|XP_014092163.1 Ccap|XP_012154597.1
orth2231: Bcur|XP_011176997.1 Bdor|XP_011203205.1 Bole|XP_014092688.1 Ccap|XP_012154598.1
orth2238: Bcur|XP_011177007.1 Bdor|XP_011203212.1 Bole|XP_014093832.1 Ccap|XP_004520377.1
orth2239: Bcur|XP_011177010.1 Bdor|XP_011203221.1 Bole|XP_014091865.1 Ccap|XP_004520375.1
orth10970: Bcur|XP_011196907.1 Bdor|XP_011208253.1 Bole|XP_014087805.1 Ccap|XP_004518135.1
orth8151: Bcur|XP_011189875.1 Bdor|XP_011199870.1 Bole|XP_014088400.1 Ccap|XP_012155257.1
orth8857: Bcur|XP_011191570.1 Bdor|XP_011207473.1 Bole|XP_014098736.1 Ccap|XP_004520978.1
orth10975: Bcur|XP_011196922.1 Bdor|XP_011208268.1 Bole|XP_014087875.1 Ccap|XP_012157572.1
orth10974: Bcur|XP_011196920.1 Bdor|XP_011208266.1 Bole|XP_014087776.1 Ccap|XP_004518141.1
orth10977: Bcur|XP_011196926.1 Bdor|XP_011208270.1 Bole|XP_014087785.1 Ccap|XP_004518144.1
orth10976: Bcur|XP_011196925.1 Bdor|XP_011208084.1 Bole|XP_014089283.1 Ccap|XP_004522320.1
orth10971: Bcur|XP_011196914.1 Bdor|XP_011208085.1 Bole|XP_014089282.1 Ccap|XP_004522321.1
orth10973: Bcur|XP_011196919.1 Bdor|XP_011208264.1 Bole|XP_014087844.1 Ccap|XP_004518138.1
orth10972: Bcur|XP_011196918.1 Bdor|XP_011208263.1 Bole|XP_014087795.1 Ccap|XP_012157528.1
orth10979: Bcur|XP_011196928.1 Bdor|XP_011208269.1 Bole|XP_014087845.1 Ccap|XP_004518145.1
orth10978: Bcur|XP_011196927.1 Bdor|XP_011208273.1 Bole|XP_014087789.1 Ccap|XP_004518143.1
orth7293: Bcur|XP_011188372.1 Bdor|XP_011200196.1 Bole|XP_014093754.1 Ccap|XP_004531620.1
orth8158: Bcur|XP_011190146.1 Bdor|XP_011199485.1 Bole|XP_014097117.1 Ccap|XP_004519100.1
orth5118: Bcur|XP_011183381.1 Bdor|XP_011206350.1 Bole|XP_014085980.1 Ccap|XP_012158224.1
orth6445: Bcur|XP_011186520.1 Bdor|XP_011201604.1 Bole|XP_014097204.1 Ccap|XP_004535271.1
orth3752: Bcur|XP_011180312.1 Bdor|XP_011198994.1 Bole|XP_014087390.1 Ccap|XP_012159760.1
orth6447: Bcur|XP_011186523.1 Bdor|XP_011201601.1 Bole|XP_014097216.1 Ccap|XP_004535268.1
orth6330: Bcur|XP_011186295.1 Bdor|XP_011207233.1 Bole|XP_014093294.1 Ccap|XP_004535773.1
orth6337: Bcur|XP_011186309.1 Bdor|XP_011207238.1 Bole|XP_014093276.1 Ccap|XP_004535779.1
orth6440: Bcur|XP_011186514.1 Bdor|XP_011213942.1 Bole|XP_014087560.1 Ccap|XP_004535277.1
orth6335: Bcur|XP_011186304.1 Bdor|XP_011207237.1 Bole|XP_014093279.1 Ccap|XP_004535778.1
orth6334: Bcur|XP_011186303.1 Bdor|XP_011207236.1 Bole|XP_014093277.1 Ccap|XP_004535776.1
orth6339: Bcur|XP_011186312.1 Bdor|XP_011207241.1 Bole|XP_014093262.1 Ccap|XP_004535980.1
orth6338: Bcur|XP_011186311.1 Bdor|XP_011207342.1 Bole|XP_014093285.1 Ccap|XP_012161327.1
orth6449: Bcur|XP_011186525.1 Bdor|XP_011201603.1 Bole|XP_014097218.1 Ccap|XP_004535270.1
orth3750: Bcur|XP_011180304.1 Bdor|XP_011198999.1 Bole|XP_014087344.1 Ccap|XP_004531415.1
orth3751: Bcur|XP_011180307.1 Bdor|XP_011198988.1 Bole|XP_014087343.1 Ccap|XP_004531425.1
orth3756: Bcur|XP_011180322.1 Bdor|XP_011198983.1 Bole|XP_014087410.1 Ccap|XP_004531429.1
orth3757: Bcur|XP_011180323.1 Bdor|XP_011198980.1 Bole|XP_014087312.1 Ccap|XP_004531430.1
